,제목,관객수,매출액,연도
58,명탐정 피카츄,681635,5690473976,2019
59,신비아파트 극장판 하늘도깨비 대 요르문간드,668923,5272566440,2019
60,나이브스 아웃,654554,5540657390,2019
61,샤잠!,640376,5599712837,2019
62,날씨의 아이,640200,5285473390,2019
63,나를 찾아줘,632316,5019355420,2019
64,광대들: 풍문조작단,615567,5057319318,2019
65,그것: 두 번째 이야기,586716,5071845647,2019
66,극장판 헬로카봇 : 달나라를 구해줘!,570931,4425803250,2019
67,이스케이프 룸,557047,4959000994,2019
68,극장판 헬로카봇: 옴파로스 섬의 비밀,551379,4311027260,2019
69,양자물리학,546084,4471366900,2019
70,애드 아스트라,500390,4404943360,2019
71,PMC: 더 벙커,486169,4272205507,2019
72,애나벨 집으로,469498,3893328210,2019
73,47미터 2,463077,3717826773,2019
74,글래스,462192,4238443602,2019
75,감쪽같은 그녀,458988,3520051270,2019
76,해피 데스데이 2 유,397929,3321408390,2019
77,범블비,391722,3312721355,2019
78,제미니 맨,382553,3258259630,2019
79,극장판 공룡메카드: 타이니소어의 섬,375314,2894364550,2019
80,장난스런 키스,360858,2931365968,2019
81,고질라: 킹 오브 몬스터,350251,3004533068,2019
82,러브 유어셀프 인 서울,342366,3209682900,2019
83,아담스 패밀리,321781,2573853760,2019
84,헬보이,320752,2757873161,2019
85,그린 북,319237,2690835208,2019
86,덤보,299903,2414740102,2019
87,브링 더 소울 : 더 무비,298636,2569403000,2019
88,예스터데이,295480,2493364000,2019
89,미성년,283972,2413677490,2019
90,배심원들,279194,2235613490,2019
91,기방도령,275638,2238771150,2019
92,신데렐라:마법 반지의 비밀,275356,2038251850,2019
93,원스 어폰 어 타임... 인 할리우드,262500,2139287690,2019
94,악질경찰,258314,2222752478,2019
95,천로역정: 천국을 찾아서,249727,1880670770,2019
96,라스트 크리스마스,243090,2005730970,2019
97,기묘한 가족,242548,1964814965,2019
98,명탐정 코난: 감청의 권,208134,1646750235,2019
99,요로나의 저주,196637,1733580451,2019
100,메리 포핀스 리턴즈,194684,1580061140,2019
101,비스트,193406,1528438300,2019
102,커런트 워,193226,1686021900,2019
103,스윙키즈,191555,1615956000,2019
104,언니,190283,1689888200,2019
105,어린 의뢰인,189352,1565134660,2019
106,"안녕, 티라노: 영원히, 함께",180692,1409811280,2019
107,엔젤 해즈 폴른,174715,1430694202,2019
108,언더독,171352,1318344920,2019
109,롱 샷,167116,1477130227,2019
110,우상,166691,1433168668,2019
111,두번할까요,164648,1371012760,2019
112,점박이 한반도의 공룡2 : 새로운 낙원,164025,1273327250,2019
113,앵그리 버드 2: 독수리 왕국의 침공,163406,1247100193,2019
114,진범,163291,1390347500,2019
115,자전차왕 엄복동,157816,1190532790,2019
116,이웃집 토토로,150614,1233330210,2019
117,눈의 여왕4,141811,1027887960,2019
118,크롤,132171,1061858960,2019
119,미드웨이,131880,1071629520,2019
120,좀비랜드: 더블 탭,128584,1107044420,2019
121,0.0MHz,128147,1015400160,2019
122,바이스,121904,1036125284,2019
123,프린스 코기,119705,935228000,2019
124,극장판 엉덩이 탐정: 화려한 사건 수첩,119084,946354120,2019
125,더 페이버릿: 여왕의 여자,111199,921904220,2019
126,해리포터와 비밀의 방,102484,875660000,2019
127,라스트 미션,95290,790061659,2019
128,로켓맨,94760,813733813,2019
129,암전,94692,838131355,2019
130,명탐정 코난:전율의 악보,92864,713054800,2019
131,공포의 묘지,92035,804177436,2019
132,크게 될 놈,91642,712327330,2019
133,윤희에게,91109,719100030,2019
134,람보 : 라스트 워,90288,747096240,2019
135,콜드 체이싱,90018,735422667,2019
136,아내를 죽였다,89823,747363860,2019
137,소피와 드래곤: 마법책의 비밀,89821,700541150,2019
138,미래의 미라이,88939,722321597,2019
139,안나,87543,717354600,2019
140,더 보이,86581,754711060,2019
141,원더랜드,82708,625970530,2019
142,가버나움,79265,658249640,2019
143,러브 앳,77581,618716500,2019
144,레고 무비2,75381,581516270,2019
145,"어쩌다, 결혼",74580,569351649,2019
146,아이 엠 마더,69882,572990700,2019
147,구스 베이비,67424,487280130,2019
148,카운트다운,66278,551384500,2019
149,벌새,65363,532858356,2019
150,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,63863,497838050,2019
151,교회오빠,63684,526266430,2019
152,호텔 뭄바이,62339,516517100,2019
153,파이브 피트,61614,533004080,2019
154,미드소마,61039,560391880,2019
155,닥터 슬립,58781,511538060,2019
156,사탄의 인형,57218,531627910,2019
157,몬스터 하우스,56283,453012800,2019
158,노팅 힐,55588,459410282,2019
159,로망,55162,418662440,2019
160,극장판 반지의 비밀일기,52655,428979030,2019
161,사일런스,52004,448908302,2019
162,왓칭,50917,427783262,2019
163,더 룸,49291,399678100,2019
164,애프터,49199,413263130,2019
165,그대 이름은 장미,48770,392703980,2019
166,어글리 돌,47154,345076490,2019
167,빅샤크2: 해저2만리,43489,323041790,2019
168,그린치,43351,338766600,2019
169,안녕 베일리,41671,360382200,2019
170,허슬러,39667,322042700,2019
171,마담 싸이코,38836,328540700,2019
172,1919 유관순,34315,282338000,2019
173,업사이드,34219,292041900,2019
174,빅트립: 아기팬더 배달 대모험,33126,262415180,2019
175,김복동,32873,278010140,2019
176,드래곤볼 슈퍼: 브로리,30050,256733730,2019
177,몬스터 파크,29643,218756140,2019
178,세상을 바꾼 변호인,29307,232920330,2019
179,빅 위시,28923,225231640,2019
180,썬키스 패밀리,28161,220048100,2019
181,콜레트,27544,230801041,2019
182,마약왕,26042,227772150,2019
183,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,25629,232331170,2019
184,레플리카,25397,188169280,2019
185,서스페리아,23544,217369740,2019
186,판소리 복서,22405,167048520,2019
187,너를 만난 여름,21880,185387300,2019
188,굿 라이어,21728,177366480,2019
189,정글북: 마법 원정대,21295,165944540,2019
190,얼굴없는 보스,20099,167690120,2019
191,슈퍼미니 2,19506,148427520,2019
192,안도 타다오,17743,149322820,2019
193,숲속왕국의 꿀벌 여왕,16667,133501190,2019
194,잃어버린 세계를 찾아서,16653,129641620,2019
195,더 길티,16653,133604100,2019
196,아이리시맨,16450,145100740,2019
197,리노,15419,119391940,2019
198,해치지않아,14775,126399000,2019
199,대통령의 7시간,13161,116723660,2019
200,판의 미로 - 오필리아와 세 개의 열쇠,13065,111813000,2019
201,BIFAN2019 판타스틱 단편 걸작선 1,12500,75000000,2019
202,미스 스티븐스,11267,91570160,2019
203,"미안해요, 리키",11041,85743220,2019
204,파비안느에 관한 진실,10823,69268780,2019
205,프렌즈: 둥지탈출,10581,74476150,2019
206,플레이모빌: 더 무비,10571,80380320,2019
207,더 킹: 헨리 5세,10524,83778360,2019
208,명탐정 코난 : 제로의 집행인,10068,80695000,2019
209,터미네이터2 3D,9910,91822060,2019
210,신밧드와 마법 양탄자,9739,60825500,2019
211,빅 2: 황금열쇠 대소동,9587,74555820,2019
212,마녀배달부 키키,8981,73633780,2019
213,피터팬: 후크 선장과 결투의 날,8882,67306600,2019
214,프렌드 존,8316,65028500,2019
215,라플라스의 마녀,8015,69893000,2019
216,벤 이즈 백,7782,62870340,2019
217,극장판 타오르지마 버스터-블랙어썰트의 귀환,7394,57769680,2019
218,스파이더맨: 뉴 유니버스,7143,62134850,2019
219,빌리어네어 보이즈클럽,6833,59367800,2019
220,철벽선생,6686,59188200,2019
221,꼬마 자전거 스피디,6400,49798280,2019
222,발명왕 볼트,6319,51078940,2019
223,와일드 로즈,6292,47265400,2019
224,체크 히어로,6246,48620730,2019
225,더 와이프,6056,48988340,2019
226,쿵푸 보이,5978,46985860,2019
227,난폭한 기록,5734,28707000,2019
228,해피타임 스파이,5700,7777880,2019
229,"다시, 봄",5600,44128060,2019
230,우리집,5452,45562100,2019
231,버티고,5382,48696160,2019
232,엘리펀트킹 덤보,5181,41264480,2019
233,칠곡 가시나들,4962,39202800,2019
234,고양이 여행 리포트,4925,42627080,2019
235,별의 정원,4712,34830280,2019
236,언더 더 씨2,4574,34359980,2019
237,오션스: 문어구출대작전,4483,35324840,2019
238,집 이야기,4343,22378100,2019
239,양지의 그녀,4295,37269060,2019
240,나의 히어로 아카데미아 더 무비: 두 명의 히어로,4237,34856310,2019
241,빠삐용,4231,32622650,2019
242,북클럽,4016,29756160,2019
243,디에고,4000,20000000,2019
244,출동! 도토리 구조대,3883,30018310,2019
245,카센타,3790,28943740,2019
246,고릴라와 슈퍼레이스,3623,27662130,2019
247,프란치스코 교황 : 맨 오브 히스 워드,3358,23912300,2019
248,폴라로이드,3330,28913660,2019
249,챔피언스,3127,28143000,2019
250,물의 기억,3097,16746600,2019
251,쓰리 세컨즈,2804,24150710,2019
252,뷰티풀 보이,2574,19464820,2019
253,결혼 이야기,2298,19537320,2019
254,경계선,2293,20418880,2019
255,사랑은 비가 갠 뒤처럼,2194,18094000,2019
256,쿠르스크,1968,15744000,2019
257,클래식,1954,11401800,2019
258,캔 유 킵 어 시크릿?,1872,16699800,2019
259,노무현과 바보들,1859,11679400,2019
260,비뚤어진 집,1809,13185260,2019
261,패트와 매트: 우당탕탕 크리스마스,1808,14963320,2019
262,아픈 만큼 사랑한다,1769,14542100,2019
263,오피셜 시크릿,1714,10429700,2019
264,킹 오브 프리즘 ?샤이니 세븐 스타즈- IV 루이x신x언노운,1629,12657490,2019
265,칠드런 액트,1591,13935250,2019
266,킹 오브 프리즘 ?샤이니 세븐 스타즈- II 카케루x조지x미나토,1572,12304850,2019
267,킹 오브 프리즘 -샤이니 세븐 스타즈-,1514,12159750,2019
268,킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,1455,11449410,2019
269,브라더 오브 더 이어,1329,11961000,2019
270,어쩌다 룸메이트,1272,10783500,2019
271,뱅드림! 필름 라이브,1221,9876780,2019
272,아스테릭스: 마법 물약의 비밀,1212,6380000,2019
273,콜드 워,1196,9233600,2019
274,시민 노무현,1126,8465620,2019
275,뷰티풀 보이스,895,9845000,2019
276,질투의 역사,861,9439000,2019
277,디어 마이 프렌드,776,5210800,2019
278,어제 일은 모두 괜찮아,714,6434000,2019
279,우먼 인 할리우드,616,5346280,2019
