,제목,관객수,매출액,연도
63,나이브스 아웃,103078,890887600,2020
64,조조 래빗,101781,874176580,2020
65,21 브릿지: 테러 셧다운 ,98791,814100750,2020
66,디바,98623,823024990,2020
67,저 산 너머,94483,709555360,2020
68,죽지않는 인간들의 밤,93970,771434540,2020
69,기기괴괴 성형수,90521,797721800,2020
70,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",88425,2725392000,2020
71,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,84596,678880860,2020
72,패왕별희 디 오리지널,83492,748531480,2020
73,주디,82266,675457700,2020
74,레이니 데이 인 뉴욕,79549,706164620,2020
75,나의 청춘은 너의 것,76862,649131720,2020
76,소리꾼,76559,623098260,2020
77,에어로너츠,72065,634569020,2020
78,빅샤크3: 젤리몬스터 대소동,69761,538355940,2020
79,엽문4: 더 파이널,67975,589778800,2020
80,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,67911,614938210,2020
81,극장판 미니특공대: 공룡왕 디노 ,67640,526733760,2020
82,소년시절의 너,65536,563676200,2020
83,호텔 레이크,64266,543663140,2020
84,더 플랫폼,62758,574731500,2020
85,젠틀맨,59987,475817760,2020
86,뉴 뮤턴트,59043,521214630,2020
87,카페 벨에포크,56027,483718700,2020
88,마이 스파이,52641,450028900,2020
89,더 프린세스 : 도둑맞은 공주,52602,430403130,2020
90,프리키 데스데이,50677,442382750,2020
91,위플래쉬,50241,444563450,2020
92,해리포터와 아즈카반의 죄수,48240,430830000,2020
93,극장판 바이올렛 에버가든,47545,404152420,2020
94,나의 첫 번째 슈퍼스타,47046,429175280,2020
95,다크 나이트,46288,364158980,2020
96,극장판 미니특공대: 햄버거괴물의 습격,46142,372275500,2020
97,어벤져스: 엔드게임,43010,309486860,2020
98,스케어리 스토리:어둠의 속삭임 ,40792,342876760,2020
99,아이즈 온 미 : 더 무비,38398,495493000,2020
100,아웃포스트,37760,318034550,2020
101,눈의 여왕4,37086,305098200,2020
102,화양연화,35434,307006200,2020
103,노트북,35079,314906410,2020
104,반교: 디텐션,33774,303898390,2020
105,콜 오브 와일드,33699,287732440,2020
106,서치 아웃,33380,291000140,2020
107,배트맨 비긴즈,33051,241625160,2020
108,다만 악에서 구하소서 파이널컷,31860,278234310,2020
109,야구소녀,31380,272730500,2020
110,애프터: 그 후,30662,256964630,2020
111,매드 맥스: 분노의 도로,29893,259692500,2020
112,다크 나이트 라이즈,28831,232635620,2020
113,스타 이즈 본,27241,137237980,2020
114,어바웃 타임,27064,137251500,2020
115,오픈 더 도어 ,26291,238284700,2020
116,날씨의 아이,24232,218114980,2020
117,메멘토,23949,176019500,2020
118,그집,23824,195102260,2020
119,건즈 아킴보,23742,209870500,2020
120,미스비헤이비어,23643,198834780,2020
121,"하이, 젝시",23596,190444500,2020
122,더 프롬,23503,204373030,2020
123,폰조,23501,194208920,2020
124,에이바,22909,176997970,2020
125,마리 퀴리,22488,177338150,2020
126,파리의 인어,21377,183210500,2020
127,테슬라,21060,164913250,2020
128,블루 아워,20732,170860280,2020
129,"어디갔어, 버나뎃",20663,176118500,2020
130,n번째 이별 중,20271,182261300,2020
131,인베이젼 2020,20192,167223060,2020
132,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,20159,135750500,2020
133,더 보이 2: 돌아온 브람스 ,19783,180600000,2020
134,팬데믹,19690,171045460,2020
135,톰보이,19502,173527980,2020
136,콜 미 바이 유어 네임,19440,173055740,2020
137,BIFAN2020 판타스틱 단편 걸작선 1,18900,113400000,2020
138,비밀정보원: 인 더 프리즌 ,18406,157454980,2020
139,어벤져스: 인피니티 워,18011,137510880,2020
140,원 데이,18004,153162700,2020
141,킹덤 오브 헤븐: 디렉터스 컷,17903,164458000,2020
142,애비규환,17794,163285990,2020
143,페인 앤 글로리,17172,127228760,2020
144,미녀와 야수,17137,113654960,2020
145,아홉 스님,17005,105243300,2020
146,울프 콜,16590,138296460,2020
147,추억의 검정고무신,16497,135819100,2020
148,오즈의 마법사: 요술구두와 말하는 책,15755,126791360,2020
149,유령선,15584,138675100,2020
150,택스 콜렉터,15535,120615410,2020
151,800,14534,127358000,2020
152,돌멩이,14017,117822960,2020
153,초미의 관심사,13529,107480560,2020
154,비바리움,13282,109372860,2020
155,더 터닝 ,13145,115105140,2020
156,킬러의 보디가드 무삭제 특별판,12834,110149360,2020
157,파티마의 기적 ,12681,101451800,2020
158,인터스텔라,12668,126713000,2020
159,남매의 여름밤,12533,102407130,2020
160,프린스 코기,12374,67230780,2020
161,극장판 원피스 스탬피드,12245,100870120,2020
162,엔딩스 비기닝스,12204,99909960,2020
163,100% 울프: 푸들이 될 순 없어,11958,95370220,2020
164,어벤져스,11277,69627980,2020
165,세인트 아가타 ,11002,97909100,2020
166,드라이브,10634,92183350,2020
167,사랑하고 있습니까,10405,81791440,2020
168,뱅가드,10380,79286900,2020
169,강철비2 : 정상회담 확장판,10004,50715500,2020
170,러브 액츄얼리,9981,90522030,2020
171,시크릿 가든,9875,82156860,2020
172,라스트 풀 메저,9472,76517500,2020
173,시네마 천국,8936,46849000,2020
174,어벤져스: 에이지 오브 울트론,8924,53455380,2020
175,너는 달밤에 빛나고,8748,76035000,2020
176,존 윅: 특별판,8708,74982780,2020
177,애프터 웨딩 인 뉴욕 ,8685,72354820,2020
178,잔칫날,8663,67439020,2020
179,덩케르크,8468,84672000,2020
180,극장판 요괴워치: 포에버 프렌즈,8448,67225070,2020
181,캣츠토피아,8235,70967740,2020
182,그레텔과 헨젤,7998,69832560,2020
183,프랑스여자,7923,58205960,2020
184,숀더쉽 더 무비: 꼬마 외계인 룰라!,7861,61470500,2020
185,언플랜드,7676,68622160,2020
186,리플레이,7469,63855730,2020
187,라이프 오브 파이,7161,42984500,2020
188,BIAF2020 BIAF 클래식,7143,42858000,2020
189,하이큐!! 땅 VS 하늘,7116,55729140,2020
190,워터 릴리스,7097,59421252,2020
191,고스트 오브 워,7038,59762460,2020
192,레미제라블: 뮤지컬 콘서트,6989,99126960,2020
193,시원찮은 그녀를 위한 육성방법 피날레,6801,54302340,2020
194,"아무튼, 아담",6695,48399500,2020
195,신과 나: 100일간의 거래,6659,56344280,2020
196,나의 소녀시대,6116,48767200,2020
197,핑크퐁 시네마 콘서트 : 우주대탐험,5978,46834000,2020
198,테스와 보낸 여름,5963,53489190,2020
199,씨 피버,5963,51298500,2020
200,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,5949,44189820,2020
201,슈퍼 레이스,5771,45944680,2020
202,라라걸,5765,48710640,2020
203,더 렌탈 : 소리없는 감시자,5519,42009670,2020
204,아내를 죽였다,5401,27006000,2020
205,나이팅게일,5362,40345470,2020
206,미드나이트 스카이,5270,45943430,2020
207,트로이 디렉터스 컷,5173,44154280,2020
208,썸머 85,5079,43916750,2020
209,슈퍼스타 뚜루,5020,40889660,2020
210,너와 파도를 탈 수 있다면,4806,40839580,2020
211,너의 이름은.,4595,45892000,2020
212,세인트 주디 ,4576,38875860,2020
213,부니베어: 원시시대 대모험,4481,36168930,2020
214,이 멋진 세계에 축복을! 붉은 전설,4364,36608500,2020
215,슬럼독 밀리어네어,4360,26112000,2020
216,분노의 질주: 더 익스트림,4299,42935500,2020
217,걸후드,4190,33418000,2020
218,러브레터,4116,37277320,2020
219,아이 캔 온리 이매진,4076,26882440,2020
220,가나의 혼인잔치: 언약,4045,35423760,2020
221,페임,4005,27909340,2020
222,킹덤,3961,24319000,2020
223,로건,3859,26829960,2020
224,할로윈: 살인마 잭,3850,21098000,2020
225,그링고,3823,19781500,2020
226,타발루가와 얼음공주,3744,24956000,2020
227,요가학원 : 죽음의 쿤달리니,3654,31069360,2020
228,비독: 파리의 황제,3628,30506950,2020
229,무협: 더 코드,3377,18178000,2020
230,도망친 여자,3368,27600250,2020
231,죽이는 여자,3040,12466000,2020
232,레옹 디 오리지널,2950,17916640,2020
233,인디애니페스트2020 릴레이작가 초청전,2918,17508000,2020
234,안티고네,2865,24162280,2020
235,"내 어깨 위 고양이, 밥 2",2771,24392080,2020
236,마틴 에덴,2722,24619540,2020
237,레미제라블,2710,13653000,2020
238,렛 힘 고,2709,18416000,2020
239,맛있는 녀석들,2694,21967080,2020
240,마이 리틀 포니: 레인보우 로드 트립,2679,21974700,2020
241,소년 아메드,2665,23286500,2020
242,이누야시키 : 히어로 VS 빌런,2544,18392140,2020
243,매지컬: 공주를 웃겨라,2323,18767840,2020
244,카일라스 가는 길,2309,18782940,2020
245,아무도 없다,2274,19538430,2020
246,지저귀는 새는 날지 않는다,2160,19104920,2020
247,엘라 벨라 빙고: 친구 찾기 대작전,2102,16244200,2020
248,밥정,2099,15968240,2020
249,작은 소망,2023,14299000,2020
250,종이꽃,2009,16854240,2020
251,나이트 헌터,2009,13091860,2020
252,그리고 우린 춤을 추었다,1956,17322790,2020
253,부활: 그 증거,1954,15076000,2020
254,호프,1945,16901330,2020
255,아메리칸 잡,1912,4696540,2020
256,바이올렛 에버가든 ? 영원과 자동 수기 인형 -,1889,15344720,2020
257,부활,1888,15170000,2020
258,"조금씩, 천천히 안녕",1853,15893560,2020
259,후쿠오카,1822,14165220,2020
260,트루먼 쇼,1798,9071500,2020
261,헌트,1708,12887120,2020
262,"나는 내일, 어제의 너와 만난다",1646,8294500,2020
263,신의 한 수: 귀수편,1644,16440000,2020
264,로미오와 줄리엣,1627,12857000,2020
265,부산행:익스텐디드,1539,12211000,2020
266,1942: 언노운 배틀,1529,11510460,2020
267,루키스,1355,10967580,2020
268,굿바이,1276,10677280,2020
269,나이스 걸 라이크 유,1270,10504100,2020
270,지구 침공: 컨테이젼,1250,6850000,2020
271,쉰들러 리스트,1239,6207500,2020
272,로그,1186,8009250,2020
273,하이큐!! 또 다른 도전,1166,9197000,2020
274,아디오스,1146,9320000,2020
275,극장판 시로바코,1133,9357720,2020
276,바스켓볼 다이어리,1114,8756000,2020
277,미스터 보스,1100,7666790,2020
278,마티아스와 막심,1096,9674200,2020
279,맹크,1096,10461210,2020
280,공포분자,1082,7129100,2020
281,에브리타임 아이 다이,1061,8368900,2020
282,기묘한 이야기: 리플레이,1044,1062000,2020
283,베이비티스,1032,7760000,2020
284,걸즈 앤 판처 최종장,1030,8802000,2020
285,해피 디 데이,1030,8178520,2020
286,O.J. 심슨 사건 파일,1014,5106000,2020
287,킬 스위치,1001,5010000,2020
288,컨택트 2020,1000,5000000,2020
289,사랑이 뭘까,980,8892360,2020
290,송 오브 러브,968,4948300,2020
291,위 섬온 더 다크니스,959,4846000,2020
292,사랑이 눈뜰 때,940,7207030,2020
293,시라이,922,7851460,2020
294,극장판 기븐,905,7655970,2020
295,루팡 3세: 더 퍼스트,868,7226500,2020
296,지니어스 독,850,6434900,2020
297,장마,835,4074000,2020
298,레벨 16,830,7715370,2020
299,브링 더 소울 : 더 무비,821,7587500,2020
300,안녕까지 30분,811,6024000,2020
301,블러드 킬,807,4064500,2020
302,언어의 정원,798,3999000,2020
303,봄날은 간다,779,4111000,2020
304,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,765,6237000,2020
305,퍼스트 러브,752,6075140,2020
306,찬실이는 복도 많지,722,5683880,2020
307,스웨그,676,6418580,2020
308,와일드 시티,624,4713700,2020
309,불량한 가족,605,5445000,2020
310,하워즈 엔드,575,4590900,2020
311,런 보이 런,573,3513000,2020
312,프리키 데스데이 순한맛,564,5384390,2020
313,2020 청주영상위원회 '영화와 함께하는 11월' 관객과의 대화[GV],544,2720000,2020
314,공포체험라디오 4DX,538,4956500,2020
315,그린 북,530,2663500,2020
316,엠마,529,3405000,2020
317,블랙아웃 : 인베이젼 어스,525,4681500,2020
318,"그 시절, 우리가 좋아했던 소녀",518,2603500,2020
319,젊은이의 양지,513,4272000,2020
320,산티아고의 흰 지팡이 ,471,2823600,2020
321,카오산 탱고,462,4158000,2020
322,에이브의 쿠킹 다이어리,457,3605000,2020
323,주식회사 스페셜액터스,430,3862000,2020
324,증발,412,2464500,2020
325,지옥의 묵시록 파이널 컷,344,2960500,2020
