,제목,관객수,매출액,연도
210,피터와 모글리의 크리스마스 어드벤처,17542,132007500,2017
211,심야식당 2,17305,129153900,2017
212,부니베어: 로거빅 컴백홈 프로젝트,17253,124018000,2017
213,역모-반란의 시대,15932,114565100,2017
214,산상수훈,15923,113758500,2017
215,가디언즈 오브 갤럭시,15914,142859500,2017
216,아우토반,14042,110134500,2017
217,패션 오브 크라이스트,13971,103796100,2017
218,헤드윅,13796,106421331,2017
219,슈퍼 버드,13518,101637300,2017
220,단지 세상의 끝,13143,104703400,2017
221,흑집사 -북 오브 더 아틀란틱-,13084,99070000,2017
222,배저로와 친구들: 신비한 모험,13022,94108100,2017
223,첫키스만 50번째,12913,97635100,2017
224,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,12567,96536100,2017
225,신서유기 : 몽키킹의 부활,12262,91418000,2017
226,더 플랜,11756,87632702,2017
227,러브 액츄얼리,11403,98784300,2017
228,골드,11271,82541200,2017
229,매직울프,11035,84506900,2017
230,지니어스,10972,80441900,2017
231,길,10846,43457000,2017
232,극장판 어드벤처 타임: 비밀의 아일랜드,10821,89430400,2017
233,메소드,10226,80472900,2017
234,리빙보이 인 뉴욕,10224,80724100,2017
235,나는 부정한다,9991,78769900,2017
236,엘르,9323,71095900,2017
237,토마스와 친구들: 수수께끼 해적선과 보물찾기,7609,50077400,2017
238,러브레터,7284,61629000,2017
239,오즈의 마법사 2,7009,54821600,2017
240,그 후,7001,51778902,2017
241,킹 오브 프리즘 - 프라이드 더 히어로,6743,52738500,2017
242,유리정원,6603,43082000,2017
243,"좋아해, 너를",6565,46611200,2017
244,하이큐!! 재능과 센스,6465,43811500,2017
245,패터슨,6421,46377700,2017
246,몬스터 섬의 비밀,6104,46650800,2017
247,빅 배드 폭스,6085,47454100,2017
248,파워배틀 와치카: 와치가면의 역습,6046,42720100,2017
249,내가 죽기 전에 가장 듣고 싶은 말,6015,44130700,2017
250,잠깐만 회사 좀 관두고 올게,5696,42029600,2017
251,정글북,5499,43386100,2017
252,링스,5159,42839200,2017
253,반지의 제왕 : 반지원정대 (확장판),5099,66408900,2017
254,반지의 제왕 : 왕의 귀환 (확장판),4547,56639900,2017
255,"나, 다니엘 블레이크",4453,31113300,2017
256,내게 남은 사랑을,4413,31729500,2017
257,배드 지니어스,4058,29143300,2017
258,개구리왕국 2,4023,30011900,2017
259,송 투 송,3906,24039800,2017
260,우리의 20세기,3769,25472900,2017
261,어메이징 메리,3726,27362000,2017
262,매기스 플랜,3648,29276700,2017
263,극장판 도라에몽: 신 진구의 버스 오브 재팬,3552,28628400,2017
264,콜로설,3367,24375000,2017
265,하이큐!! 끝과 시작,3091,22345000,2017
266,극장판 위 베어 베어스: 곰 브라더스,2981,20829500,2017
267,로스트 인 파리,2843,21859100,2017
268,암살교실: 졸업편,2678,13390000,2017
269,젝스키스 20주년 기념 하와이 영상 NEW KIES ON THE [HONOLULU],2529,24240500,2017
270,용순,2344,17473000,2017
271,베를린 신드롬,2173,16760700,2017
272,마리안느와 마가렛,2118,14520200,2017
273,7년-그들이 없는 언론,2051,16408000,2017
274,분노,1705,13750566,2017
275,은혼,1599,12993500,2017
276,해리가 샐리를 만났을 때,1507,11575000,2017
277,뚜르: 내 생애 최고의 49일,1464,9932100,2017
278,버킷 리스트:죽기전에 꼭 하고싶은것들,1246,8888400,2017
279,언노운 걸,1235,9070300,2017
280,나의 엔젤,957,6498500,2017
281,꿈의 제인,928,6998000,2017
282,다시 태어나도 우리,913,6407500,2017
283,주키퍼스 와이프,705,5032000,2017
