,제목,관객수,매출액,연도
64,몬스터 대학교,852648,5756233500,2013
65,남쪽으로 튀어,801488,5763978500,2013
66,하늘에서 음식이 내린다면 2,785834,5339054000,2013
67,잭 리처,769940,5656161500,2013
68,반창꼬,734557,5376745568,2013
69,더 파이브,702058,5119818000,2013
70,더 임파서블,614118,4388724500,2013
71,인시디어스: 두번째 집,573744,3974716000,2013
72,섀도우 헌터스: 뼈의 도시,568414,4017568000,2013
73,화이트 하우스 다운,562252,3964141000,2013
74,애프터 어스,536018,3818013167,2013
75,퍼시 잭슨과 괴물의 바다,518247,3782069109,2013
76,사이코메트리,508248,3791699129,2013
77,다이노소어 어드벤처 3D,506339,4133208000,2013
78,무서운 이야기 2,488679,3346222000,2013
79,남자사용설명서,485388,3441509257,2013
80,캐치미,466546,3196408500,2013
81,썬더와 마법저택,454931,3075374000,2013
82,노브레싱,438135,2917158739,2013
83,클라우드 아틀라스,436852,3289491727,2013
84,창수,422408,3100095000,2013
85,론 레인저,384457,2727137000,2013
86,명탐정 코난 : 수평선상의 음모,373670,2359847500,2013
87,스토커,358723,2673430674,2013
88,오즈 그레이트 앤드 파워풀,335137,2771264000,2013
89,미나문방구,326633,2199441500,2013
90,차이니즈 조디악,302639,2120835000,2013
91,빌리와 용감한 녀석들 2 ,299953,1964073000,2013
92,주먹왕 랄프,292538,2058473000,2013
93,이스케이프 플랜,287143,2061581679,2013
94,롤러코스터,266932,1888854100,2013
95,눈의 여왕,264845,1764185500,2013
96,파이스토리 : 악당상어 소탕작전,253375,1721318000,2013
97,밤의 여왕,247670,1731133500,2013
98,헨젤과 그레텔: 마녀 사냥꾼 3D,245790,1942162500,2013
99,장고:분노의 추적자,241210,1741760500,2013
100,캡틴 필립스,226583,1576866434,2013
101,잠베지아: 신비한 나무섬의 비밀,223644,1522214500,2013
102,잡스,221789,1570688136,2013
103,분노의 윤리학,219665,1619344500,2013
104,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,207958,1370579500,2013
105,비행기,203162,1451818000,2013
106,송 포 유,193969,1343692500,2013
107,호빗: 뜻밖의 여정,191361,1518686150,2013
108,세이빙 산타,188803,1212001000,2013
109,응징자,177677,1284077000,2013
110,프리즈너스,173978,1269472500,2013
111,백악관 최후의 날,170475,1202378000,2013
112,해양경찰 마르코,168945,1069543000,2013
113,비포 미드나잇,168030,1214631700,2013
114,로마 위드 러브,167770,1228130090,2013
115,노리개,163489,1189742500,2013
116,엔더스 게임,161887,1189875000,2013
117,톱스타,158471,1083985000,2013
118,마이 리틀 히어로,152651,1067898628,2013
119,명탐정 코난:은빛 날개의 마술사,151187,996121500,2013
120,니코: 산타비행단의 모험,145927,989898500,2013
121,더 자이언트,145262,910335500,2013
122,히든 카드,141772,1009140596,2013
123,가문의 영광5 - 가문의 귀환,135025,992653500,2013
124,카운슬러,130223,944574500,2013
125,더 퍼지,129324,973995500,2013
126,링컨,123706,857228500,2013
127,리딕,119653,840780500,2013
128,극장판 도라에몽: 진구의 비밀도구 박물관,113128,724447500,2013
129,안나 카레니나,108214,728166000,2013
130,러시 : 더 라이벌,107296,784840500,2013
131,배우는 배우다,103325,746952000,2013
132,월터의 상상은 현실이 된다,97707,674006000,2013
133,R.I.P.D. : 알.아이.피.디.,97494,695922571,2013
134,버틀러: 대통령의 집사,92760,637310500,2013
135,바람이 분다,92572,647192000,2013
136,제로 다크 서티,91373,649103000,2013
137,실버라이닝 플레이북,90200,666758000,2013
138,블루 재스민,88530,620882800,2013
139,로덴시아: 마법왕국의 전설,86242,558931000,2013
140,더 콜,80077,564624500,2013
141,몬스터 주식회사,77097,801570500,2013
142,뷰티풀 크리처스,75292,529590044,2013
143,원피스 극장판 Z,73577,493688000,2013
144,쿵후팬더: 영웅의 탄생,69807,443528000,2013
145,일대종사,69369,489826500,2013
146,니모를 찾아서,67482,697815000,2013
147,토토의 움직이는 숲,60884,395924000,2013
148,토니 스토리: 깡통제국의 비밀,60527,381670500,2013
149,닥터,59909,438509500,2013
150,화이트 고릴라,58776,393143500,2013
151,지슬 - 끝나지 않은 세월2,57907,385468300,2013
152,피노키오: 당나귀 섬의 비밀,57492,368349000,2013
153,라스트 스탠드,56746,419028500,2013
154,웃는 남자,51123,356405000,2013
155,꼬마영웅 경찰차 프로디,46965,312979500,2013
156,오싱,46473,306470500,2013
157,호프 스프링즈,43810,307866000,2013
158,뜨거운 안녕,43230,289174500,2013
159,투 마더스,43158,291664500,2013
160,스카이포스 3D,40249,267040500,2013
161,에반게리온: Q,40132,286280269,2013
162,스니치,39869,276785500,2013
163,정글번치 : 빙산으로의 귀환,39285,252970000,2013
164,쥬라기 공원,38897,475412500,2013
165,호스트,36725,256634000,2013
166,프리버즈: 밍쿠와 찌아의 도시 대탈출,36470,242663500,2013
167,호두까기인형 3D,36364,242690000,2013
168,슈퍼윙스 3D,35869,217750000,2013
169,돌핀 : 꿈꾸는 다니엘의 용감한 모험,35570,238790500,2013
170,사이드 이펙트,35511,248264000,2013
171,우리 선희,35158,270223300,2013
172,끝과 시작,34901,246854500,2013
173,글래디에이터: 로마 영웅 탄생의 비밀 3D,34315,233820500,2013
174,저스틴,34142,218487500,2013
175,드래곤볼Z : 신들의 전쟁,33548,221025000,2013
176,블랙 가스펠,33328,229270000,2013
177,마지막 4중주,32359,235223000,2013
178,언어의 정원,32228,241026300,2013
179,세이프 헤이븐,31841,226690000,2013
180,극장판 썬더일레븐 GO VS 골판지 전사 W,31745,209927000,2013
181,꼭두각시,30166,217166500,2013
182,빅 웨딩,29788,204433500,2013
183,폭풍우 치는 밤에: 비밀 친구,29313,198012000,2013
184,뫼비우스,29227,208712579,2013
185,에코 플래닛 3D : 지구 구출 특급 대작전,24969,161253500,2013
186,마마,20910,147327500,2013
187,나의 PS 파트너 ,18291,141249500,2013
188,레옹 ,17425,127781500,2013
189,마스터 ,17144,128568000,2013
190,러브레터,16340,118266500,2013
191,적인걸2 : 신도해왕의 비밀,12909,86481000,2013
192,짓,12699,90386500,2013
193,디스커넥트,12636,93146704,2013
194,알렉스 크로스,11427,78487000,2013
195,부도리의 꿈 ,11340,77275000,2013
196,산타의 매직 크리스탈,10889,73366500,2013
197,러브레이스,10373,69877071,2013
198,그렇게 아버지가 된다,10279,79009500,2013
199,러스트 앤 본,9366,70085500,2013
200,타이치0 3D,8160,56340500,2013
201,테이크다운,7910,53058000,2013
202,완전 소중한 사랑,7259,43554000,2013
203,킥 애스 2 : 겁없는 녀석들,6689,46172500,2013
204,소녀,6673,48413000,2013
205,이별계약,5808,39082500,2013
206,터미네이터 2 : 심판의 날 감독판,5333,40280500,2013
207,사이비,4860,37667500,2013
208,라스트 엑소시즘: 잠들지 않는 영혼,4603,31854000,2013
209,셰임,4323,32028000,2013
210,명왕성,4218,26834500,2013
211,앤젤스 셰어: 천사를 위한 위스키,3980,30985000,2013
212,코비: 블루 엘리펀트의 전설,3888,24798000,2013
213,어떤 시선,3365,24334500,2013
214,파라노만,3292,23422500,2013
215,슈퍼히어로,3282,21626000,2013
216,플라이트,3038,20957000,2013
217,까밀 리와인드,2975,20985000,2013
218,쾌걸 조로리의 대대대대모험,2877,18129000,2013
219,퍼펙트,2775,18619500,2013
220,투건스,2691,16081500,2013
221,저스트 어 이어 ,2131,14020500,2013
222,사랑은 타이핑 중!,1955,11730000,2013
223,드림팀,1818,14544000,2013
224,페이머스 파이브 : 키린섬의 비밀,1720,12040000,2013
225,맛있는 사랑공식-섹스,1620,810000,2013
226,킬링시즌,1608,10644000,2013
227,코알라,1450,11337000,2013
228,사랑의 가위바위보,1230,9840000,2013
229,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,1172,13663500,2013
230,48미터,1127,8366500,2013
231,연애의 기술,1037,7967000,2013
232,빅 픽처,1004,7662000,2013
233,히어로,943,6484500,2013
234,인 더 하우스,847,5876000,2013
